path,label,class_name,split
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/real/common_voice_es_33897940.wav,0,real,train
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/fake/common_voice_es_34293050.wav,1,fake,train
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/fake/common_voice_es_19670228.wav,1,fake,test
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/fake/common_voice_es_21242822.wav,1,fake,train
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/real/common_voice_es_34334680.wav,0,real,train
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/real/common_voice_es_21138472.wav,0,real,val
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/fake/common_voice_es_33753356.wav,1,fake,val
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/fake/common_voice_es_33896942.wav,1,fake,train
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/fake/common_voice_es_33616358.wav,1,fake,train
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/real/common_voice_es_23335603.wav,0,real,train
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/fake/common_voice_es_23335139.wav,1,fake,test
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/fake/common_voice_es_21984262.wav,1,fake,val
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/real/common_voice_es_18895810.wav,0,real,train
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/real/common_voice_es_33903201.wav,0,real,train
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/real/common_voice_es_19963235.wav,0,real,val
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/real/common_voice_es_20314375.wav,0,real,train
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/real/common_voice_es_19344904.wav,0,real,val
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/real/common_voice_es_34036324.wav,0,real,train
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/fake/common_voice_es_22188866.wav,1,fake,train
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/real/common_voice_es_34129225.wav,0,real,val
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/fake/common_voice_es_33961566.wav,1,fake,train
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/real/common_voice_es_19159177.wav,0,real,train
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/fake/common_voice_es_34574415.wav,1,fake,train
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/fake/common_voice_es_22046422.wav,1,fake,train
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/fake/common_voice_es_33790842.wav,1,fake,train
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/real/common_voice_es_33981165.wav,0,real,train
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/fake/common_voice_es_22098563.wav,1,fake,train
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/fake/common_voice_es_33880956.wav,1,fake,val
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/real/common_voice_es_33789270.wav,0,real,train
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/real/common_voice_es_34423438.wav,0,real,train
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/fake/common_voice_es_19489704.wav,1,fake,test
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/fake/common_voice_es_21138362.wav,1,fake,val
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/real/common_voice_es_33928949.wav,0,real,test
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/fake/common_voice_es_19133245.wav,1,fake,val
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/real/common_voice_es_19965226.wav,0,real,train
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/real/common_voice_es_33393915.wav,0,real,train
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/fake/common_voice_es_33916217.wav,1,fake,val
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/real/common_voice_es_18779213.wav,0,real,train
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/fake/common_voice_es_34527779.wav,1,fake,train
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/real/common_voice_es_18306884.wav,0,real,train
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/fake/common_voice_es_22789081.wav,1,fake,train
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/real/common_voice_es_20597202.wav,0,real,train
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/fake/common_voice_es_33962204.wav,1,fake,train
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/real/common_voice_es_19118299.wav,0,real,train
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/fake/common_voice_es_34104576.wav,1,fake,train
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/fake/common_voice_es_20090659.wav,1,fake,train
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/real/common_voice_es_34361082.wav,0,real,train
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/fake/common_voice_es_34315123.wav,1,fake,train
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/fake/common_voice_es_21938829.wav,1,fake,train
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/real/common_voice_es_34071856.wav,0,real,val
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/fake/common_voice_es_19458683.wav,1,fake,test
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/real/common_voice_es_21919154.wav,0,real,val
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/fake/common_voice_es_20588704.wav,1,fake,train
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/real/common_voice_es_19463699.wav,0,real,train
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/fake/common_voice_es_33980978.wav,1,fake,train
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/real/common_voice_es_34364175.wav,0,real,train
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/real/common_voice_es_34319690.wav,0,real,train
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/fake/common_voice_es_22046730.wav,1,fake,train
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/real/common_voice_es_18755176.wav,0,real,test
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/real/common_voice_es_19707122.wav,0,real,train
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/real/common_voice_es_22435446.wav,0,real,train
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/real/common_voice_es_20092468.wav,0,real,train
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/real/common_voice_es_20574141.wav,0,real,train
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/real/common_voice_es_34357533.wav,0,real,train
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/real/common_voice_es_33888185.wav,0,real,train
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/real/common_voice_es_30491156.wav,0,real,train
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/real/common_voice_es_33801626.wav,0,real,train
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/fake/common_voice_es_33916908.wav,1,fake,train
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/fake/common_voice_es_33876992.wav,1,fake,train
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/fake/common_voice_es_33567201.wav,1,fake,train
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/real/common_voice_es_33898318.wav,0,real,train
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/real/common_voice_es_34329274.wav,0,real,train
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/real/common_voice_es_33957299.wav,0,real,train
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/fake/common_voice_es_19670553.wav,1,fake,train
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/real/common_voice_es_22188802.wav,0,real,train
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/fake/common_voice_es_18816552.wav,1,fake,train
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/fake/common_voice_es_19640735.wav,1,fake,train
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/fake/common_voice_es_19485779.wav,1,fake,train
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/fake/common_voice_es_33812348.wav,1,fake,train
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/fake/common_voice_es_19625147.wav,1,fake,train
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/fake/common_voice_es_22182954.wav,1,fake,test
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/real/common_voice_es_20272776.wav,0,real,train
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/fake/common_voice_es_19463428.wav,1,fake,val
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/fake/common_voice_es_22063208.wav,1,fake,train
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/real/common_voice_es_22789026.wav,0,real,train
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/real/common_voice_es_21938463.wav,0,real,train
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/real/common_voice_es_33893868.wav,0,real,train
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/real/common_voice_es_33915989.wav,0,real,val
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/fake/common_voice_es_20935917.wav,1,fake,train
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/real/common_voice_es_19767431.wav,0,real,test
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/fake/common_voice_es_18816732.wav,1,fake,train
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/real/common_voice_es_19118189.wav,0,real,train
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/real/common_voice_es_22145991.wav,0,real,train
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/real/common_voice_es_34374746.wav,0,real,train
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/fake/common_voice_es_20595145.wav,1,fake,train
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/real/common_voice_es_33671001.wav,0,real,train
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/fake/common_voice_es_19627159.wav,1,fake,train
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/real/common_voice_es_19463436.wav,0,real,train
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/real/common_voice_es_22322560.wav,0,real,train
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/fake/common_voice_es_34056173.wav,1,fake,test
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/fake/common_voice_es_21275715.wav,1,fake,train
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/real/common_voice_es_20588468.wav,0,real,train
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/real/common_voice_es_34361818.wav,0,real,train
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/fake/common_voice_es_20938716.wav,1,fake,val
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/fake/common_voice_es_33819476.wav,1,fake,train
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/real/common_voice_es_22197429.wav,0,real,train
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/fake/common_voice_es_33565216.wav,1,fake,train
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/real/common_voice_es_20438954.wav,0,real,train
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/real/common_voice_es_19199162.wav,0,real,train
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/fake/common_voice_es_18816789.wav,1,fake,train
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/fake/common_voice_es_22435485.wav,1,fake,train
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/fake/common_voice_es_22322925.wav,1,fake,train
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/fake/common_voice_es_33393915.wav,1,fake,train
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/real/common_voice_es_18755553.wav,0,real,train
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/real/common_voice_es_33962332.wav,0,real,train
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/fake/common_voice_es_33693254.wav,1,fake,train
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/real/common_voice_es_20588706.wav,0,real,train
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/real/common_voice_es_19530895.wav,0,real,train
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/real/common_voice_es_19468726.wav,0,real,train
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/fake/common_voice_es_34304234.wav,1,fake,train
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/fake/common_voice_es_22182809.wav,1,fake,train
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/real/common_voice_es_34005757.wav,0,real,val
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/real/common_voice_es_33751262.wav,0,real,train
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/fake/common_voice_es_21938535.wav,1,fake,train
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/real/common_voice_es_33745745.wav,0,real,val
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/fake/common_voice_es_30471313.wav,1,fake,train
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/fake/common_voice_es_33877588.wav,1,fake,test
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/fake/common_voice_es_34091222.wav,1,fake,test
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/fake/common_voice_es_33903300.wav,1,fake,train
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/real/common_voice_es_33909977.wav,0,real,train
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/fake/common_voice_es_34359097.wav,1,fake,train
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/real/common_voice_es_22313642.wav,0,real,train
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/fake/common_voice_es_19845273.wav,1,fake,train
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/real/common_voice_es_22189108.wav,0,real,train
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/fake/common_voice_es_30491154.wav,1,fake,test
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/real/common_voice_es_19458562.wav,0,real,train
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/fake/common_voice_es_34270331.wav,1,fake,train
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/fake/common_voice_es_33804829.wav,1,fake,test
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/real/common_voice_es_20572760.wav,0,real,train
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/real/common_voice_es_21930043.wav,0,real,val
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/real/common_voice_es_33956788.wav,0,real,train
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/real/common_voice_es_19766861.wav,0,real,train
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/fake/common_voice_es_33725452.wav,1,fake,train
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/fake/common_voice_es_33568550.wav,1,fake,train
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/real/common_voice_es_20283874.wav,0,real,train
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/fake/common_voice_es_33928833.wav,1,fake,train
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/real/common_voice_es_33886832.wav,0,real,train
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/real/common_voice_es_20597601.wav,0,real,train
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/fake/common_voice_es_22096398.wav,1,fake,train
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/fake/common_voice_es_34130276.wav,1,fake,train
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/real/common_voice_es_19845275.wav,0,real,train
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/fake/common_voice_es_33980866.wav,1,fake,train
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/fake/common_voice_es_18816897.wav,1,fake,train
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/real/common_voice_es_34537785.wav,0,real,test
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/fake/common_voice_es_23335562.wav,1,fake,test
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/fake/common_voice_es_20462936.wav,1,fake,train
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/real/common_voice_es_18337501.wav,0,real,train
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/real/common_voice_es_22205456.wav,0,real,test
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/real/common_voice_es_33933516.wav,0,real,train
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/real/common_voice_es_19018080.wav,0,real,val
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/fake/common_voice_es_33762356.wav,1,fake,train
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/fake/common_voice_es_21939800.wav,1,fake,train
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/real/common_voice_es_19817151.wav,0,real,train
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/fake/common_voice_es_22789178.wav,1,fake,train
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/real/common_voice_es_34689538.wav,0,real,train
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/real/common_voice_es_22048320.wav,0,real,train
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/fake/common_voice_es_19626146.wav,1,fake,train
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/real/common_voice_es_19558989.wav,0,real,train
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/real/common_voice_es_21275830.wav,0,real,train
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/real/common_voice_es_20320930.wav,0,real,train
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/fake/common_voice_es_33735891.wav,1,fake,train
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/fake/common_voice_es_34129277.wav,1,fake,train
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/real/common_voice_es_20597966.wav,0,real,train
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/fake/common_voice_es_33981065.wav,1,fake,test
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/real/common_voice_es_19668903.wav,0,real,train
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/fake/common_voice_es_33766916.wav,1,fake,train
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/fake/common_voice_es_19345265.wav,1,fake,train
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/real/common_voice_es_33556967.wav,0,real,train
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/real/common_voice_es_33755575.wav,0,real,train
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/real/common_voice_es_18780386.wav,0,real,train
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/real/common_voice_es_19627421.wav,0,real,train
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/real/common_voice_es_20462709.wav,0,real,test
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/real/common_voice_es_20598009.wav,0,real,train
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/fake/common_voice_es_33727177.wav,1,fake,train
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/real/common_voice_es_19458652.wav,0,real,train
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/real/common_voice_es_33916170.wav,0,real,train
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/fake/common_voice_es_20078881.wav,1,fake,train
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/real/common_voice_es_34092181.wav,0,real,train
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/real/common_voice_es_20596892.wav,0,real,val
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/fake/common_voice_es_19468679.wav,1,fake,train
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/real/common_voice_es_33643360.wav,0,real,train
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/real/common_voice_es_34435605.wav,0,real,train
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/fake/common_voice_es_21920503.wav,1,fake,test
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/real/common_voice_es_20438864.wav,0,real,train
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/real/common_voice_es_19345265.wav,0,real,train
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/real/common_voice_es_20593942.wav,0,real,val
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/fake/common_voice_es_34401431.wav,1,fake,train
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/real/common_voice_es_19195328.wav,0,real,train
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/real/common_voice_es_33963392.wav,0,real,test
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/fake/common_voice_es_23335639.wav,1,fake,train
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/real/common_voice_es_33568765.wav,0,real,train
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/real/common_voice_es_34100682.wav,0,real,train
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/fake/common_voice_es_19626250.wav,1,fake,train
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/fake/common_voice_es_19463436.wav,1,fake,train
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/real/common_voice_es_34062878.wav,0,real,train
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/real/common_voice_es_19458658.wav,0,real,train
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/real/common_voice_es_33854927.wav,0,real,train
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/fake/common_voice_es_33765782.wav,1,fake,train
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/fake/common_voice_es_34030690.wav,1,fake,test
/Users/jonassoh/Documents/10707-project/datasets/es/commonvoice-es/real/common_voice_es_33769562.wav,0,real,train
